,CAS,CAS_primary,CFR,CODEX ALIMENTARIUS (GSFA),DEA NO.,DRUG BANK,ECHA (EC/EINECS),EMA ASSESSMENT REPORTS,EPA PESTICIDE CODE,EVMPD,"Food Contact Sustance Notif, (FCN No.)",INN,IUPHAR,JECFA EVALUATION,JECFA MONOGRAPH,LIVERTOX,MERCK INDEX,MESH,NCI_THESAURUS,NDF-RT,RXCUI,UNII,WHO INTERNATIONAL PHARMACPOEIA,WHO-ATC,WHO-ESSENTIAL MEDICINES LIST,WHO-VATC,WIKIPEDIA,mixture_UNII,names,preferred_names,substanceClass,uuid,PT_from_unii,RN_from_unii,EC_from_unii,NCIT_from_unii,RXCUI_from_unii,ITIS_from_unii,NCBI_from_unii,PLANTS_from_unii,GRIN_from_unii,INN_ID_from_unii,MF_from_unii,INCHIKEY_from_unii,SMILES_from_unii,UNII_TYPE_from_unii,qid_cas,qid_unii,inchikey_from_wd,inchikey
27925,85-86-9,85-86-9,21 CFR 74.2317|21 CFR 74.3230|21 CFR 74.1317,,,,201-638-4,,,,,,,,,,M10285,C033006,C71655,,1426472,ND733RX3JN,,,,,SUDAN III,,"D&C RED NO. 17|2-NAPHTHALENOL, 1-((4-(PHENYLAZO)PHENYL)AZO)-|2-NAPHTHOL, 1-(P-PHENYULAZOPHENYLAZO)-|SOLVENT RED 23|SUDAN III|SUDAN RED BK|TETRAZOBENZENE-BETA-NAPHTHOL|2-NAPHTHALENOL, 1-(2-(4-(2-PHENYLDIAZENYL)PHENYL)DIAZENYL)-|DC RED NO. 17|D&C RED DYE NO 17|D & C RED NO.17 K7007|AKA225|RED 17|CI 26100|A204 TUDOR PHLOX|D & C RED #17",D&C RED NO. 17,chemical,802117f5-f833-43c2-8544-d82ed01ae441,D&C RED NO. 17,85-86-9,201-638-4,C71655,1426472.0,,,,,,C22H16N4O,FHNINJWBTRXEBC-QSZPNPOGSA-N,c1ccc(cc1)/N=N/c2ccc(cc2)/N=N/c3c4ccccc4ccc3O,INGREDIENT SUBSTANCE,Q1187765,Q1187765,FHNINJWBTRXEBC-HXEHWPEMSA-N,
27976,59210-05-8,59210-05-8,,,,,,,,,,,,,,,,,,,,X5ZE606573,,,,,,,"ZAFULEPTINE, (-)-|NONANOIC ACID, 7-(((4-FLUOROPHENYL)METHYL)AMINO)-8-METHYL-, (-)-","ZAFULEPTINE, (-)-",chemical,80639816-6d28-439a-b78c-ffbf3b114196,"ZAFULEPTINE, (-)-",59210-05-8,,,,,,,,,C17H26FNO2,,CC(C)C(CCCCCC(=O)O)NCc1ccc(cc1)F,INGREDIENT SUBSTANCE,,,,
27982,192446-75-6,192446-75-6,,,,,,,,,,,,,,,,,,,,V1C78X4F03,,,,,,,"BECLICONAZOLE, (+)-|1H-IMIDAZOLE, 1-((5-CHLORO-2-BENZOFURANYL)(2-CHLOROPHENYL)METHYL), (+)-","BECLICONAZOLE, (+)-",chemical,806bc0fd-0b93-4ab6-9a3e-9b7db7ce0ec5,"BECLICONAZOLE, (+)-",192446-75-6,,,,,,,,,C18H12Cl2N2O,,c1ccc(c(c1)C(c2cc3cc(ccc3o2)Cl)n4ccnc4)Cl,INGREDIENT SUBSTANCE,,,,
27988,133855-98-8|106325-08-0,133855-98-8,,,,,,,123909,,,,,,,,M4955,,,,,U80T84L776,,,,,,,"EPOXICONAZOLE|1H-1,2,4-TRIAZOLE, 1-(((2R,3S)-3-(2-CHLOROPHENYL)-2-(4-FLUOROPHENYL)-2-OXIRANYL)METHYL)-, REL-|(2RS,3RS)-1-(3-(2-CHLOROPHENYL)-2,3-EPOXY-2-(4-FLUOROPHENYL)-PROPYL)-1H-1,2,4-TRIAZOLE|BAS-480-F|OPUS|OPAL|1H-1,2,4-TRIAZOLE, 1-((3-(2-CHLOROPHENYL)-2-(4-FLUOROPHENYL)OXIRANYL)METHYL)-, CIS-(+/-)-",EPOXICONAZOLE,chemical,80741dc1-5bc2-48f7-823d-b6506a1ee150,EPOXICONAZOLE,133855-98-8,,,,,,,,,C17H13ClFN3O,,c1ccc(c(c1)[C@@H]2[C@@](O2)(Cn3cncn3)c4ccc(cc4)F)Cl,INGREDIENT SUBSTANCE,Q411326,,,
28014,632-99-5,632-99-5,,,,,211-189-6,,,,,,,,,,M6985,C025485,C87721,,1535512,8UUC89LHB2,,,,,,,"ROSANILINE HYDROCHLORIDE|ROSANILINE HCL|BENZENEAMINE, 4-((4-AMINOPHENYL)(4-IMINO-2,5-CYCLOHEXADIEN-1-YLIDENE)METHYL)-2-METHYL-, MONOHYDROCHLORIDE|4-((4-AMINOPHENYL)(4-IMINO-2,5-CYCLOHEXADIEN-1-YLIDENE)METHYL)-2- METHYLBENZENAMINE MONOHYDROCHLORIDE|CI 42510|LOWACRYL VIOLET 14|C.I. BASIC VIOLET 14|BASIC VIOLET 14|FUCHSINE|FUCHSIN|MAGENTA I",BASIC VIOLET 14,chemical,80975cd3-9d03-48d4-b54f-50404200f106,BASIC VIOLET 14,632-99-5,211-189-6,C87721,1535512.0,,,,,,C20H19N3.ClH,NIKFYOSELWJIOF-SVFFXJIWSA-N,Cc1cc(ccc1N)C(=C2C=CC(=N)C=C2)c3ccc(cc3)N.Cl,INGREDIENT SUBSTANCE,Q419167,Q419167,NIKFYOSELWJIOF-UHFFFAOYSA-N,
28046,358622-79-4,358622-79-4,,,,,,,,,,,,,,,M9087,,,,,2479MZJ3JC,,,,,,,"2,2,6,6-TETRAMETHOXY-4,4-BIS(DI(P-TOLYL)PHOSPHINO)-3,3-BIPYRIDINE, (S)-|3,3'-BIPYRIDINE, 4,4'-BIS(BIS(4-METHYLPHENYL)PHOSPHINO)-2,2',6,6'-TETRAMETHOXY-, (3S)-|(S)-TOL-P-PHOS|TOL-P-PHOS, (S)-|P-PHOS LIGANDS, (S)-TOL-P-PHOS-","TOL-P-PHOS, (S)-",chemical,80bcc3bd-f588-409a-9f31-807bfbea966e,"TOL-P-PHOS, (S)-",358622-79-4,,,,,,,,,C42H42N2O4P2,,Cc1ccc(cc1)P(c2ccc(cc2)C)c3cc(nc(c3c4c(cc(nc4OC)OC)P(c5ccc(cc5)C)c6ccc(cc6)C)OC)OC,INGREDIENT SUBSTANCE,,,,
28085,74356-00-6,74356-00-6,,,,,277-834-9,,,,,,,,,,M3205,,C47437,,203141,0GXP746VXB,,,,,,,"CEFOTETAN SODIUM|CEFOTETAN DISODIUM|CEFOTAN|YM-09330|5-THIA-1-AZABICYCLO(4.2.0)OCT-2-ENE-2-CARBOXYLIC ACID, 7-(((4-(2-AMINO-1-CARBOXY-2-OXOETHYLIDENE)-1,3-DITHIETAN-2-YL)CARBONYL)AMINO)-7-METHOXY-3-(((1-METHYL-1H-TETRAZOL-5-YL)THIO)METHYL)-8-OXO-, DISODIUM SALT, (6R-(6.ALPHA.,7.ALPHA.))-|(6R,7S)-4-((2-CARBOXY-7-METHOXY-3-(((1-METHYL-1H-TETRAZOL-5-YL)THIO)METHYL)-8-OXO-5-THIA-1-AZABICYCLO(4.2.0)OCT-2-EN-7-YL)CARBAMOYL)-1,3-DITHIETANE-.DELTA.(SUP 2,.ALPHA.)-MALONAMIC ACID, DISODIUM SALT|(6R,7S)-7-(4-(CARBAMOYLCARBOXYMETHYLENE)-1,3-DITHIETANE-2-CARBOXAMIDO)-7-METHOXY-3-(((1-METHYL-1H-TETRAZOL-5-YL)THIO)METHYL)-8-OXO-5-THIA-1-AZABICYCLO(4.2.0)OCT-2-ENE-2-CARBOXYLIC ACID, DISODIUM SALT|CEFOTETAN DISODIUM SALT",CEFOTETAN DISODIUM,chemical,80e61e16-a3df-4f56-bda1-f4b6ce40f0e3,CEFOTETAN DISODIUM,74356-00-6,277-834-9,C47437,203141.0,,,,,,C17H15N7O8S4.2Na,,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+],INGREDIENT SUBSTANCE,Q27116183,,,
28157,165377-43-5,165377-43-5,,,,,,,,,,9061.0,,,,,,,C83642,,,9J7A4144BX,,,,,SA-4503,,"CUTAMESINE|1-(2-(3,4-DIMETHOXYPHENYL)ETHYL)-4-(3-PHENYLPROPYL)PIPERAZINE|SA-4503|كوتاميسين|cutamésine|cutamesinum|库他美新|cutamesina|кутамесин",CUTAMESINE,chemical,8133c994-efd8-406f-b09e-ae850066f857,CUTAMESINE,165377-43-5,,C83642,,,,,,9061.0,C23H32N2O2,UVSWWUWQVAQPJR-UHFFFAOYSA-N,COc1ccc(cc1OC)CCN2CCN(CC2)CCCc3ccccc3,INGREDIENT SUBSTANCE,Q6589967,Q6589967,XWOXAKBQEMQMFH-UHFFFAOYSA-N,
28182,6164-98-3,6164-98-3,,,,,228-200-5,,59701,,,,,,,,M3356,,,,,GXA8FP6Y9C,,,,,CHLORDIMEFORM,,"CHLORDIMEFORM|(EZ)-N(SUP 2)-(4-CHLORO-O-TOLYL)-N(SUP 1),N(SUP 1)-DIMETHYLFORMAMIDINE|N'-(4-CHLORO-2-METHYLPHENYL)-N,N-DIMETHYLMETHANIMIDAMIDE",CHLORDIMEFORM,chemical,814e836a-a7cf-4fb1-8b78-7f98ab56dfba,CHLORDIMEFORM,6164-98-3,228-200-5,,,,,,,,C10H13ClN2,STUSTWKEFDQFFZ-KPKJPENVSA-N,Cc1cc(ccc1/N=C/N(C)C)Cl,INGREDIENT SUBSTANCE,Q415341,Q415341,STUSTWKEFDQFFZ-UHFFFAOYSA-N,
28205,221012-82-4,221012-82-4,,,,,,,,,,,,,,,M9087,,,,,04VUU8H7L4,,,,,,,"P-PHOS, (R)-|3,3'-BIPYRIDINE, 4,4'-BIS(DIPHENYLPHOSPHINO)-2,2',6,6'-TETRAMETHOXY-, (3R)-|P-PHOS LIGANDS, (R)-P-PHOS-|(R)-(+)-2,2,6,6-TETRAMETHOXY-4,4-BIS(DIPHENYLPHOSPHINO)-3,3-BIPYRIDINE|(R)-P-PHOS","P-PHOS, (R)-",chemical,8164c0cb-f596-4a81-839d-d3a134c37e1d,"P-PHOS, (R)-",221012-82-4,,,,,,,,,C38H34N2O4P2,,COc1cc(c(c(n1)OC)c2c(cc(nc2OC)OC)P(c3ccccc3)c4ccccc4)P(c5ccccc5)c6ccccc6,INGREDIENT SUBSTANCE,,,,
28263,5230-87-5,5230-87-5,,,,,,,,,,,,,,,,C031244,,,,W9K8802FZL,,,,,ANISATIN,,"ANISATIN|4A.BETA.,5,6A,7,8,9-HEXAHYDRO-1.ALPHA.,5.BETA.,6A.BETA.,7.BETA.-TETRAHYDROXY-5,9.ALPHA.-DIMETHYLSPIRO(6H-4,9A-METHANOCYCLOPENT(D)OXOCIN-6,3'-OXETANE)-2,2'(1H)-DIONE",ANISATIN,chemical,81b9edee-5224-4236-ab6b-37b67586348c,ANISATIN,5230-87-5,,,,,,,,,C15H20O8,GEVWHIDSUOMVRI-QWNPAUMXSA-N,C[C@@H]1C[C@H]([C@]2([C@@]13C[C@H]([C@]([C@@]24COC4=O)(C)O)OC(=O)[C@@H]3O)O)O,INGREDIENT SUBSTANCE,Q2850134,Q2850134,GEVWHIDSUOMVRI-UMRKJVLKSA-N,
28272,96783-05-0,96783-05-0,,,,,,,,,,,,,,,,,,,,T7817XC41U,,,,,,,"CYCLOPENTHIAZIDE, (+)-|2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE, 6-CHLORO-3-(CYCLOPENTYLMETHYL)-3,4-DIHYDRO-, 1,1-DIOXIDE, (+)-|(+)-CYCLOPENTHIAZIDE","CYCLOPENTHIAZIDE, (+)-",chemical,81c23516-2872-42db-ae7b-1a2a92470719,"CYCLOPENTHIAZIDE, (+)-",96783-05-0,,,,,,,,,C13H18ClN3O4S2,,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)CC3CCCC3,INGREDIENT SUBSTANCE,,,,
28320,52341-32-9|61949-77-7,61949-77-7,,,,,263-347-9,,,,,,,,,,,,,,,MQP2PAM1G5,,,,,,,"PERMETHRIN, TRANS-|TRANSPERMETHRIN|CYCLOPROPANECARBOXYLIC ACID, 3-(2,2-DICHLOROETHENYL)-2,2-DIMETHYL-, (3-PHENOXYPHENYL)METHYL ESTER, (1R,3S)-REL-|1RS,TRANS-PERMETHRIN|NRDC-146|TRANS-M-PHENOXYBENZYL 3-(2,2-DICHLOROVINYL-2,2-DIMETHYLCYCLOPROPANECARBOXYLATE|TRANS-PERMETHRIN",TRANSPERMETHRIN,chemical,81f7bca1-f5cd-4dfa-b408-d8eb7533893f,TRANSPERMETHRIN,61949-77-7,263-347-9,,,,,,,,C21H20Cl2O3,,CC1([C@@H]([C@H]1C(=O)OCc2cccc(c2)Oc3ccccc3)C=C(Cl)Cl)C,INGREDIENT SUBSTANCE,,,,
28327,104675-29-8|124027-47-0,124027-47-0,,,,,,,,,,6403.0,,,,,M983,C056424,C96773,,,Y2P6NV151K,,,,,,,"VELNACRINE|1-ACRIDINOL, 9-AMINO-1,2,3,4-TETRAHYDRO-, (+/-)-|(+/-)-9-AMINO-1,2,3,4-TETRAHYDRO-1-ACRIDINOL|1-ACRIDINOL, 9-AMINO-1,2,3,4-TETRAHYDRO-|1-HYDROXYTACRINE|9-AMINO-1,2,3,4-TETRAHYDROACRIDIN-1-OL|HYDROXYTACRINE|فالناكرين|velnacrine|velnacrinum|维吖啶|velnacrina|велнакрин",VELNACRINE,chemical,82005d6c-951b-4134-b87e-843ddfa07499,VELNACRINE,124027-47-0,,C96773,,,,,,6403.0,C13H14N2O,,c1ccc2c(c1)c(c3c(n2)CCCC3O)N,INGREDIENT SUBSTANCE,,,,
28328,2442-10-6,2442-10-6,21 CFR 172.515,,,,219-474-7,,,,,,,,,,,,,,,2PZ32LCA02,,,,,,,"1-OCTEN-3-YL ACETATE|1-OCTEN-3-OL, 3-ACETATE|1-OCTEN-3-OL, ACETATE|1-OCTENE-3-OL ACETATE|1-PENTYLALLYL ACETATE|3-ACETOXY-1-OCTENE|FEMA NO. 3582",1-OCTEN-3-YL ACETATE,chemical,820093a6-bf41-41d9-9ce9-7a4ca93f6af2,1-OCTEN-3-YL ACETATE,2442-10-6,219-474-7,,,,,,,,C10H18O2,,CCCCCC(C=C)OC(=O)C,INGREDIENT SUBSTANCE,Q15927659,Q15927659,,
28340,1317-36-8|1335-25-7,1317-36-8,,,,,215-267-0,,48002,,,,,,,,M6738,C047365,,,,4IN6FN8492,,,,,LEAD(II) OXIDE,,LEAD MONOXIDE|LEAD(II) OXIDE|PLUMBOUS OXIDE|LITHARGE|MASSICOT|LEAD OXIDE,LEAD MONOXIDE,chemical,820d5e93-c061-447a-8213-59794bfe7f2d,LEAD MONOXIDE,1317-36-8,215-267-0,,,,,,,,O.Pb,HTUMBQDCCIXGCV-UHFFFAOYSA-N,[O-2].[Pb+2],INGREDIENT SUBSTANCE,Q407879,Q407879,YEXPOXQUZXUXJW-UHFFFAOYSA-N,
28393,1689-82-3,1689-82-3,,,,,216-880-6,,,,,,,,,,,,,,,VX4306NSH1,,,,,,,"CI SOLVENT YELLOW 7|PHENOL, P-(PHENYLAZO)-|ATUL BRILLIANT OIL YELLOW G|AZOBENZENE, 4-HYDROXY-|CI 11800|NSC-3177|P-BENZENEAZOPHENOL|PIROCARD GREEN 491|SOLVENT YELLOW 7|4-(PHENYLDIAZENYL)PHENOL|P-HYDROXYAZOBENZENE|P-PHENYLAZOPHENOL|PHENOL, 4-(2-PHENYLDIAZENYL)-|PHENOL, 4-(PHENYLAZO)-|C.I. SOLVENT YELLOW 7|4-HYDROXYAZOBENZENE",SOLVENT YELLOW 7,chemical,82438103-73f1-4175-839d-c062fe3dcea6,SOLVENT YELLOW 7,1689-82-3,216-880-6,,,,,,,,C12H10N2O,BEYOBVMPDRKTNR-BUHFOSPRSA-N,c1ccc(cc1)/N=N/c2ccc(cc2)O,INGREDIENT SUBSTANCE,Q9552900,Q9552900,JTSBGMZPPPULTA-UHFFFAOYSA-N,
28407,5103-71-9,5103-71-9,,,,,225-825-5,,,,,,,,,,,,,,,832600T9WH,,,,,,,"CHLORDANE, CIS-(+/-)-|4,7-METHANO-1H-INDENE, 1,2,4,5,6,7,8,8-OCTACHLORO-2,3,3A,4,7,7A-HEXAHYDRO-, (1R,2S,3AS,4S,7R,7AS)-REL-|4,7-METHANO-1H-INDENE, 1,2,4,5,6,7,8,8-OCTACHLORO-2,3,3A,4,7,7A-HEXAHYDRO-, (1.ALPHA.,2.ALPHA.,3A.ALPHA.,4.BETA.,7.BETA.,7A.ALPHA.)-|4,7-METHANOINDAN, 1.ALPHA.,2.ALPHA.,4.BETA.,5,6,7.BETA.,8,8-OCTACHLORO-3A.ALPHA.,4,7,7A.ALPHA.-TETRAHYDRO-|(+/-)-CIS-CHLORDANE|CHLORDAN, CIS-|CIS-1,2,4,5,6,7,8,8-OCTACHLORO-3A,4,7,7A-TETRAHYDRO-4,7-ENDO-METHANOINDAN|CIS-CHLORDAN|CIS-CHLORDANE|.ALPHA.-CHLORDAN|.ALPHA.-CHLORDANE|CHLORDANE, CIS-","CHLORDANE, CIS-",chemical,8252c9ba-5f95-4ffb-ae38-9794e49cee08,"CHLORDANE, CIS-",5103-71-9,225-825-5,,,,,,,,C10H6Cl8,,C1[C@H]2[C@@H]([C@H]([C@H]1Cl)Cl)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,INGREDIENT SUBSTANCE,Q27118119,,,
28480,119914-33-9,119914-33-9,,,,,,,,,,,,,,,,,,,,2MTW8YSX8G,,,,,,,"OXODIPINE, (+)-|3,5-PYRIDINEDICARBOXYLIC ACID, 4-(1,3-BENZODIOXOL-4-YL)-1,4-DIHYDRO-2,6-DIMETHYL-, ETHYL METHYL ESTER, (+)-","OXODIPINE, (+)-",chemical,82a1748e-f7d9-4b6b-ba17-98920d7a6443,"OXODIPINE, (+)-",119914-33-9,,,,,,,,,C19H21NO6,,CCOC(=O)C1=C(NC(=C(C1c2cccc3c2OCO3)C(=O)OC)C)C,INGREDIENT SUBSTANCE,,,,
28663,219846-31-8,219846-31-8,,,,,,,,,,8433.0,,,,,,,C73240,,,2G222T03EY,,,,,,,RESEQUINIL|RADEQUINIL|راديكينيل|radéquinil|radequinilum|雷地奎尼|radequinilo|радехинил,RADEQUINIL,chemical,835b5813-5622-4051-9880-ded00ef17160,RADEQUINIL,219846-31-8,,C73240,,,,,,8433.0,C18H14N4O3,JQOFKKWHXGQABB-UHFFFAOYSA-N,Cc1nc(no1)c2cc3c(ccnc3c4cccc(c4)OC)[nH]c2=O,INGREDIENT SUBSTANCE,Q7280124,Q7280124,WGYFOULGDSVRPD-VKAVYKQESA-N,
28705,21411-53-0,21411-53-0,,,,,244-376-6,,,,,,,,,,M352|M9141|M11470|M10224,,,,,8W4UOL59AZ,,,,,PRISTINAMYCIN IIA,,"VIRGINIAMYCIN M1|3H-21,18-NITRILO-1H,22H-PYRROLO(2,1-C)(1,8,4,19)DIOXADIAZACYCLOTETRACOSINE-1,7,16,22(4H,17H)-TETRONE, 8,9,14,15,24,25-HEXAHYDRO-14-HYDROXY-4,12-DIMETHYL-3-(1-METHYLETHYL)-, (3R,4R,5E,10E,12E,14S)-|MIKAMYCIN A|OSTREOGRYCIN A|ANTIBIOTIC PA 114A|ANTIBIOTIC PA 114A1|NSC-244426|NSC-87432|PA-114A|PRISTINAMYCIN IIA|RP-12536|STAPHYLOMYCIN M1|STREPTOGRAMIN A|VERNAMYCIN A|(3R-(3R*,4R*,5E,10E,12E,14S*))-8,9,14,15,24,25-HEXAHYDRO-14-HYDROXY-4,12-DIMETHYL-3-(1-METHYLETHYL)-3H-21,18-NITRILO-1H,22H-PYRROLO(2,1-C)(1,8,4,19)DIOXADIAZACYCLOTETRACOSINE-1,7,16,22(4H,17H)-TETRONE|VIRGINIAMYCIN FACTOR M1|RPR132552|RPR-132552",VIRGINIAMYCIN M1,chemical,8394aaa9-78ef-4bfd-be97-a70a0ea385ee,VIRGINIAMYCIN M1,21411-53-0,244-376-6,,,,,,,,C28H35N3O7,DAIKHDNSXMZDCU-FQTGFAPKSA-N,C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC=C3C(=O)O[C@@H]1C(C)C)O)/C,INGREDIENT SUBSTANCE,Q7245902,Q7245902,DAIKHDNSXMZDCU-RLJJXFIZSA-N,
28710,16049-49-3,16049-49-3,,,,,,,,,,,,,,,,,,,,W81KF41T35,,,,,,,"VERSICOLORIN C|ANTHRA(2,3-B)FURO(3,2-D)FURAN-5,10-DIONE, 2,3,3A,12A-TETRAHYDRO-4,6,8-TRIHYDROXY-, (3AR,12AS)-REL-|ANTHRA(2,3-B)FURO(3,2-D)FURAN-5,10-DIONE, 2,3,3A,12A-TETRAHYDRO-4,6,8-TRIHYDROXY-, CIS-(+/-)-|(+/-)-VERSICOLORIN B|VERSICOLORIN B, (+/-)-","VERSICOLORIN B, (+/-)-",chemical,839c9f61-0f55-4852-a372-67a24b0eb8be,"VERSICOLORIN B, (+/-)-",16049-49-3,,,,,,,,,C18H12O7,,c1c(cc(c2c1C(=O)c3cc4c(c(c3C2=O)O)[C@@H]5CCO[C@@H]5O4)O)O,INGREDIENT SUBSTANCE,,,,
28738,79538-32-2,79538-32-2,,,,,,,128912,,,,,,,,M10521,C489827,,,,2HE8P42H2J,,,,,TEFLUTHRIN,,"TEFLUTHRIN|CYCLOPROPANECARBOXYLIC ACID, 3-((1Z)-2-CHLORO-3,3,3-TRIFLUORO-1-PROPEN-1-YL)-2,2-DIMETHYL-, (2,3,5,6-TETRAFLUORO-4-METHYLPHENYL)METHYL ESTER, (1R,3R)-REL-|CYCLOPROPANECARBOXYLIC ACID, 3-(2-CHLORO-3,3,3-TRIFLUORO-1-PROPENYL)-2,2-DIMETHYL-, (2,3,5,6-TETRAFLUORO-4-METHYLPHENYL)METHYL ESTER, (1.ALPHA.,3.ALPHA.(Z))-(+/-)-|FORCE|JF-6064|PP-993|R-151993|FORZA|KOMET|(+/-)-CIS-4-METHYLTETRAFLUOROBENZYL 3-(2-CHLORO-3,3,3-TRIFLUORO-PROP-1-EN-1-YL)-2,2-DIMETHYLCYCLOPROPANE CARBOXYLATE",TEFLUTHRIN,chemical,83c42c42-c318-4e34-a299-67219bbc319d,TEFLUTHRIN,79538-32-2,,,,,,,,,C17H14ClF7O2,,Cc1c(c(c(c(c1F)F)COC(=O)[C@H]2[C@H](C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F,INGREDIENT SUBSTANCE,Q27147645,Q424921,,
28743,69376-26-7,,,,,,,,,,,,,,,,,,,,,75S19OE56R,,,,,,,PROMETHAZINE METHYLENEDISALICYLATE|(+/-)-PROMETHAZINE METHYLENEDISALICYLATE|PROMETHAZINE METHYLENE DISALICYLATE,PROMETHAZINE METHYLENEDISALICYLATE,chemical,83c65ac0-f508-4c2d-baea-54376720f779,PROMETHAZINE METHYLENEDISALICYLATE,69376-26-7,,,,,,,,,2C17H20N2S.C15H12O6,,CC(CN1c2ccccc2Sc3c1cccc3)N(C)C.CC(CN1c2ccccc2Sc3c1cccc3)N(C)C.c1cc(c(cc1Cc2ccc(c(c2)C(=O)O)O)C(=O)O)O,INGREDIENT SUBSTANCE,,Q27266404,,
28768,2481-94-9,2481-94-9,,,,,219-616-8,,,,,,,,,,,,,,,5E973680S8,,,,,,,"CI SOLVENT YELLOW 56|BENZENAMINE, N,N-DIETHYL-4-(2-PHENYLDIAZENYL)-|ANILINE, N,N-DIETHYL-P-(PHENYLAZO)-|BENZENAMINE, N,N-DIETHYL-4-(PHENYLAZO)-|4-(DIETHYLAMINO)AZOBENZENE|4-(N,N-DIETHYLAMINO)AZOBENZENE|4-(PHENYLAZO)-N,N-DIETHYLANILINE|AIZEN SOT YELLOW 1|CI 11021|DIETHYL YELLOW|N,N-DIETHYL-4-(PHENYLAZO)ANILINE|N,N-DIETHYL-4-AMINOAZOBENZENE|FAT YELLOW GGN|NSC-102374|SOLVENT YELLOW 56|P-(DIETHYLAMINO)AZOBENZENE|C.I. SOLVENT YELLOW 56",SOLVENT YELLOW 56,chemical,83e80ec4-baa6-45ad-81af-8c5dd409df30,SOLVENT YELLOW 56,2481-94-9,219-616-8,,,,,,,,C16H19N3,SJJISKLXUJVZOA-ISLYRVAYSA-N,CCN(CC)c1ccc(cc1)/N=N/c2ccccc2,INGREDIENT SUBSTANCE,Q60279,Q60279,SJJISKLXUJVZOA-UHFFFAOYSA-N,
28801,6132-05-4,6132-05-4,,,,,,,,,,,,,,,,,,,,CZ1032CEKR,,,,,,,"1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, SODIUM SALT, HYDRATE (2:4:3)|1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, DISODIUM SALT, HYDRATE (2:3)|CITRIC ACID, DISODIUM SALT, SESQUIHYDRATE|TETRASODIUM, 3-CARBOXY-3-HYDROXYPENTANEDIOATE, TRIHYDRATE|DISODIUM HYDROGEN CITRATE SESQUIHYDRATE|SODIUM CITRATE DIBASIC SESQUIHYDRATE|EC NO. 612-119-0|DISODIUM CITRATE SESQUIHYDRATE|DISODIUM HYDROGEN CITRATE 1.5 H2O",DISODIUM CITRATE SESQUIHYDRATE,chemical,840c9d8d-cf22-40b1-a19d-e575a55f7ff9,DISODIUM CITRATE SESQUIHYDRATE,6132-05-4,,,,,,,,,2C6H5O7.2H+.4Na.3H2O,,,INGREDIENT SUBSTANCE,,,,
28828,309-00-2,309-00-2,,,,,206-215-8,,45101,,,,,,,,M1489,D000452,,,,OZE3CLY605,,,,,ALDRIN,,"ALDRIN|(1R,4S,4AS,5S,8R,8AR)-1,2,3,4,10,10-HEXACHLORO-1,4,4A,5,8,8A-HEXAHYDRO-1,4:5,8-DIMETHANONAPHTHALENE|HHDN",ALDRIN,chemical,8430ce6c-5fd7-4fc4-a411-7386c1de8890,ALDRIN,309-00-2,206-215-8,,,,,,,,C12H8Cl6,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,INGREDIENT SUBSTANCE,Q409054,Q409054,QBYJBZPUGVGKQQ-POWWLYJYSA-N,
28881,18283-93-7,18283-93-7,,,,,,,,,,,,,,,M10597,,,,,56X8JUK4Q7,,,,,TETRABORANE,,TETRABORANE(10)|BORANE (B4H10)|BORON HYDRIDE (B4H10)|TETRABORANE (B4H10)|ARACHNO-TETRABORANE(10)|DECAHYDROTETRABORANE,TETRABORANE(10),chemical,84642852-88ec-4db0-8405-16e421aea6e6,TETRABORANE(10),18283-93-7,,,,,,,,,B4H10,ILIGTLOBLLAHQK-UHFFFAOYSA-N,[BH3]1[BH2]2[BH2]1[BH3]2,INGREDIENT SUBSTANCE,Q3232732,Q3232732,WEYOKDYZYYMRSQ-UHFFFAOYSA-N,
